ID,electricity_consumption
1391,445.4799229064158
1392,373.1712346810052
1393,403.2368612027613
1394,416.4295452501109
1395,333.80037906407307
1396,359.1178860914065
1397,365.2574675584352
1398,343.59857448120505
1399,291.0997696617108
1400,290.43217272844805
1401,249.65299030303038
1402,234.59121887235574
1403,219.13822696910944
1404,234.85936166578537
1405,227.42676585870274
1406,212.52676838754647
1407,219.09469008246654
1408,213.49356795753263
1409,217.5956946778711
1410,228.57123663813664
1411,214.10152367632367
1412,212.92453446553444
1413,203.24504075924077
1414,204.14478140291075
1415,206.06627425907416
1416,271.5961575483339
1417,269.1916305028305
1418,392.6571405804721
1419,310.86492114552124
1420,334.7228651429652
1421,277.3633495504496
1422,256.970449084249
1423,252.2971309788252
1424,240.14400000000006
1425,230.58485437895436
1426,219.03611545513309
1427,224.24435029676215
1428,224.0381826506827
1429,210.02245894105891
1430,207.48646089400802
1431,212.83945534465533
1432,211.11048728526376
1433,209.35372157842158
1434,210.29577681925917
1435,205.26916939335172
1436,212.0622312465656
1437,223.61604175824186
1438,213.21841981351983
1439,211.66328061938063
1440,210.44365614385612
1441,202.6875655011655
1442,202.34146356976353
1443,320.6933062271062
1444,276.05071348651364
1445,329.1721769628033
1446,347.8264791208792
1447,376.1504451215451
1448,356.38790303030305
1449,315.25431070994745
1450,266.8484835164835
1451,239.22725331160072
1452,240.32485567765565
1453,256.62539842118656
1454,225.66328936654747
1455,218.80980316876114
1456,216.4545739358681
1457,224.94224162504162
1458,221.65913153513154
1459,220.0588812187812
1460,210.2288451881452
1461,210.1238631701631
1462,204.1398877122877
1463,215.18323676323666
1464,212.37358268398268
1465,212.23393104542518
1466,209.4229854478854
1467,218.58471930164782
1468,206.8079231610495
1469,228.1965328097083
1470,223.2857676989677
1471,202.37362031302035
1472,203.39989870129872
1473,205.78022421500074
1474,205.03248398268406
1475,202.7329339425281
1476,201.87840567079965
1477,202.2156186480186
1478,201.7306008658008
1479,208.2455064269064
1480,208.0841722943723
1481,203.95846613386607
1482,206.86698308358308
1483,202.02732217782219
1484,206.86624901764898
1485,207.38890079920077
1486,263.4767351679011
1487,274.5580616050616
2040,233.83578727938726
2041,216.03794279054281
2042,217.60178588300022
2043,215.24921758767553
2044,216.9378541458542
2045,216.1386003545475
2046,209.60940427611607
2047,212.6903926073926
2048,212.21203294182374
2049,211.6975015651017
2050,233.51056796536793
2051,212.4945153513153
2052,214.72131748251755
2053,251.87939054279053
2054,243.7746106560106
2055,243.80770969030968
2056,224.49531609958666
2057,240.79026937572237
2058,234.41237522085768
2059,241.04249948678768
2060,245.31833697881075
2061,242.05240895770893
2062,321.15458115218115
2063,354.40321365301344
2064,270.67079949431377
2065,271.54236753834414
2066,296.8176853479852
2067,368.5971307751073
2068,298.4288376290377
2069,334.6910634948128
2070,316.0065468884058
2071,343.7910406593406
2072,273.28368358308364
2073,277.0171641358641
2074,251.60360027227668
2075,248.19735261405253
2076,263.18235964035955
2077,258.23696150516156
2078,247.84194275724275
2079,246.8962467140702
2080,240.0798515092751
2081,245.24148498168495
2082,276.87830099900094
2083,269.87307232942493
2084,272.68333459873463
2085,307.65666299840507
2086,279.19240180995496
2087,273.861128428125
2088,303.18493920001583
2089,318.12874891774885
2090,418.658344067051
2091,358.05761811521813
2092,408.814982017982
2093,407.92887307361474
2094,399.0615447052895
2095,394.21465852416793
2096,275.9668469444777
2097,328.9664063568009
2098,319.2221669389435
2099,303.8967192544297
2100,263.851470905565
2101,235.02792698282113
2102,251.11490485396956
2103,232.32478300914764
2104,271.2913422636188
2105,239.65780213120223
2106,276.1106720945722
2107,270.59307876829047
2108,244.4828527805527
2109,237.30525424575418
2110,266.3283643023644
2111,274.96629480519476
2112,317.22838764177
2113,345.9965349380239
2114,359.95322588587874
2115,352.90627995944743
2116,385.42797902097914
2117,357.367713288136
2118,328.9629325201115
2119,355.53884223679864
2120,308.19538924604825
2121,311.4195193414427
2122,314.93353535092365
2123,253.61063816183815
2124,239.18751901372283
2125,243.6638154433801
2126,257.1818809817632
2127,262.32862071262065
2128,239.20617529137525
2129,242.80217715617712
2130,262.2293929333824
2131,251.655234043376
2132,287.6682486846487
2133,280.4814881784881
2134,305.38204659066406
2135,345.3485126840137
2136,288.90364359500154
2137,351.9925885447885
2138,315.1799687593107
2139,339.18435150358965
2140,330.69085451060823
2141,378.73171732209215
2142,361.69752456758937
2143,405.4721241623109
2144,330.95107092319444
2145,298.18354270435447
2146,274.5493608017369
2147,266.03631358641366
2148,324.81067822786076
2149,266.0327531605649
2150,257.3533150849151
2151,264.7064103230103
2152,266.7662050537698
2153,256.7707240652003
2154,302.1105278204555
2155,286.71582280603815
2156,334.4366223843571
2157,301.5339952262865
2158,314.5168445985387
2159,284.1644015499351
2160,300.1136556110556
2161,289.0342877779159
2162,278.36230512820515
2163,270.46946204383835
2164,273.8781835164836
2165,245.25026706626716
2166,280.9628097236096
2167,214.43600612720616
2168,259.28965867465865
2169,209.67346260798018
2170,211.14647749505386
2171,221.96130167087807
2172,229.7147273119038
2173,215.2974187146187
2174,209.94841268731278
2175,244.06142301032298
2176,274.2889284434864
2177,286.205770625453
2178,296.4230775976317
2179,333.24567321671236
2180,329.92911310373836
2181,313.9922718414918
2182,334.23356080586075
2183,332.0649256689614
2184,331.29819617049617
2185,349.73832281052273
2186,339.5568115218115
2187,340.511182825946
2188,340.1885036297036
2189,326.342997002997
2190,325.02566726214957
2191,352.8502493232256
2192,285.38588355566
2193,242.2076730328495
2194,303.2871403047931
2195,274.3144095571095
2196,256.2088704387567
2197,252.86131235369382
2198,236.03865651407418
2199,237.82307706153495
2200,255.57628694638694
2201,249.3067217292511
2202,238.62840819036032
2203,275.1974929697752
2204,286.8741497600439
2205,284.54526806526815
2206,251.6372518849572
2207,258.2752179154179
2760,269.3419669957287
2761,286.27241737086445
2762,267.37344297271346
2763,282.887852183111
2764,406.80524359867786
2765,347.9576753139534
2766,322.95673318054486
2767,355.03328545767965
2768,294.34289941740417
2769,309.46089983741746
2770,286.51531112221124
2771,292.0147308260368
2772,244.73910163170166
2773,295.71948447517394
2774,302.6551354057707
2775,348.3267784548785
2776,296.728441452665
2777,324.29289830169824
2778,326.84792398905444
2779,298.963466247478
2780,313.56003834089535
2781,343.0856176157176
2782,355.9946946034358
2783,295.08733910517043
2784,351.83267591036423
2785,360.76418201602326
2786,365.0576364315514
2787,392.47300356897983
2788,398.8834434186819
2789,369.2795415251415
2790,324.2187046287047
2791,323.40211672754816
2792,297.901812885763
2793,275.8145848516807
2794,291.88870126540127
2795,274.9918255411256
2796,281.5637084444966
2797,253.49624003655927
2798,250.22092357642342
2799,238.4236832886411
2800,285.23024930508086
2801,277.71109637029633
2802,304.71461131850606
2803,298.8048748584748
2804,303.7818692444809
2805,282.28383217896635
2806,271.01447312687327
2807,278.4255466474495
2808,278.93596207868507
2809,283.7801695010873
2810,284.91670360382665
2811,310.3649703962704
2812,413.5365066041801
2813,408.35559604410355
2814,368.54516454917626
2815,311.17260135378723
2816,288.36825029387364
2817,311.6306242424243
2818,297.0531966148307
2819,280.1491349369927
2820,279.4193174669501
2821,244.83424122152357
2822,296.11729596873715
2823,293.4940479520479
2824,292.5042580086581
2825,303.2789339797457
2826,294.5934009128126
2827,288.3375572819337
2828,308.5674860472861
2829,276.97734260445435
2830,295.045507892108
2831,289.55522831286356
2832,264.33941712797
2833,305.9562733599733
2834,312.08720772560787
2835,316.8622919433507
2836,320.41941438561446
2837,301.0913541651331
2838,308.4125562437563
2839,294.2179938114518
2840,314.8220095571096
2841,316.4455418618606
2842,304.939295970696
2843,308.6002267242563
2844,313.1874672993672
2845,298.0157372940785
2846,296.2131083916084
2847,267.75195418503057
2848,296.72693338818044
2849,285.811641924742
2850,247.07264995004994
2851,298.8204113553113
2852,305.4944237096236
2853,294.7118138633296
2854,313.4113945387945
2855,295.4809925191425
2856,319.663920260132
2857,315.7862903305157
2858,338.8856859016112
2859,314.9755861804862
2860,287.5421250749251
2861,309.64412604650255
2862,331.5084036904273
2863,333.1788094846329
2864,341.43417451568024
2865,320.2773665001665
2866,286.36293446553447
2867,284.45965321345324
2868,305.90500499500496
2869,276.1436951381951
2870,301.7631858361453
2871,254.53293245516082
2872,228.21673786213796
2873,238.9262473017179
2874,244.26460366496252
2875,228.0972309024309
2876,240.19993639693647
2877,218.6470264402265
2878,210.02012797594566
2879,226.6962311022311
2880,221.39476656676655
2881,226.60904602064605
2882,225.19691242091244
2883,211.60989557109548
2884,213.2602268731269
2885,212.61772877122877
2886,220.58340656402424
2887,215.56509870129872
2888,217.0899992007992
2889,215.9000290743312
2890,222.37467797640963
2891,219.70955298035304
2892,219.94396508393564
2893,223.82157446227666
2894,222.06306946386948
2895,223.83685412822462
2896,223.0900232434233
2897,225.93884099234106
2898,227.47584718614715
2899,239.8530817743659
2900,266.1912702389457
2901,256.35935653737386
2902,245.1222832395674
2903,278.56207052947053
2904,296.8508098039215
2905,272.0034177822178
2906,279.6598097040215
2907,312.99980329670325
2908,347.5126068308367
2909,349.8447306156208
2910,329.60453449718824
2911,258.7533009285864
2912,282.974814356232
2913,251.25600652249827
2914,259.7297528471528
2915,242.8615065375485
2916,234.36116509177103
2917,225.13246882725113
2918,229.2128769034886
2919,226.72883786213785
2920,229.27128328338327
2921,226.31457763804823
2922,230.59955864135864
2923,230.8133691445809
2924,236.78291017547983
2925,233.86796055647125
2926,240.2627820649938
2927,241.81334080429377
2928,227.88203182699655
2929,293.5493074713624
2930,249.17798288378287
2931,254.175517027417
2932,282.40747522477517
2933,264.7515759018759
2934,297.6929525628139
2935,259.50157748917746
2936,251.73443654776602
2937,246.8358438792374
2938,249.29638153868828
2939,242.35272712344417
2940,230.8506323343324
2941,224.60652209751038
2942,233.9594933928816
2943,248.54484297663117
2944,234.7956091908092
2945,250.78524019839807
2946,257.39982423634154
2947,268.28758095238095
2948,289.8253875457876
2949,232.56677535797533
2950,262.5112188252607
2951,280.6881755338572
3504,389.6923767565768
3505,353.7008536992419
3506,314.5801573583278
3507,437.5601792062426
3508,433.74654784431243
3509,326.3188116922294
3510,318.14966243756265
3511,297.16783752913756
3512,304.47049465090305
3513,306.09025145470434
3514,270.5003710309299
3515,311.1213910442499
3516,308.4152479520478
3517,300.1175316105528
3518,306.8627525141526
3519,296.76693136863145
3520,279.76471590566297
3521,279.90297059607065
3522,261.8543242489911
3523,302.24953213061445
3524,298.9735174825175
3525,276.8156400462283
3526,305.19020393229954
3527,303.980041775387
3528,313.9172962037962
3529,287.69899937727155
3530,290.5286893439893
3531,300.24172264402273
3532,344.5413990956413
3533,341.54013099900266
3534,337.68363560361195
3535,286.33449468075787
3536,272.1908525984399
3537,306.3285553153132
3538,286.71421787370184
3539,251.27362610324215
3540,254.47141400266403
3541,254.88197757144803
3542,267.06020913400334
3543,243.23433548907227
3544,255.7844149615091
3545,260.5417947503895
3546,289.3149102681633
3547,290.1577542007012
3548,276.34334102564105
3549,282.0951463869464
3550,311.3105741027451
3551,283.5162758907759
3552,292.0366160427807
3553,313.37179064269054
3554,319.86759380619384
3555,272.51306209569583
3556,275.33709993322896
3557,310.54601907256836
3558,295.1905697993143
3559,268.2264898091494
3560,291.46360798417265
3561,279.0223200700584
3562,301.18289209275855
3563,330.220210381775
3564,266.6041971205266
3565,259.1909370051582
3566,261.8247312775525
3567,276.12139314411087
3568,289.304071994672
3569,255.85609204129196
3570,286.2483393155863
3571,323.09836509933183
3572,282.83142328124774
3573,293.71567385421594
3574,266.5926474590425
3575,290.7337326673327
3576,287.4166351798738
3577,302.62148475787865
3578,295.23376374231833
3579,277.3812633777985
3580,315.6871831500122
3581,312.64655454702597
3582,300.9940353383492
3583,298.1202092369996
3584,300.4744207314425
3585,266.2830242553146
3586,248.14837195745432
3587,247.67373801884395
3588,245.4700781218782
3589,223.36913582104174
3590,241.48591090967855
3591,226.67157439031558
3592,228.37003389943393
3593,240.75518667998668
3594,252.01436273726267
3595,262.1690723784987
3596,270.70888003750633
3597,269.1885938791858
3598,281.02847952047955
3599,282.3437371961371
3600,273.484860964036
3601,258.9257228771229
3602,287.7220772560773
3603,291.6187917415916
3604,259.78812883782876
3605,262.03205228105224
3606,269.7031715839716
3607,272.8649684537684
3608,253.4275702833114
3609,254.5265561210719
3610,284.13853827225404
3611,295.9103611055612
3612,286.89772367828255
3613,294.96901784881794
3614,318.3825519186695
3615,286.28527998668
3616,265.7805860492449
3617,281.2099371295372
3618,270.9706368298368
3619,258.9542894438894
3620,271.2946525474526
3621,241.33886260406254
3622,253.84803603063594
3623,251.90954058882292
3624,261.9589990636814
3625,253.42456743256741
3626,235.19175730935729
3627,253.76544668664675
3628,247.19178168498166
3629,272.29610342990344
3630,271.3247458619811
3631,239.18745601065604
3632,274.07399693639707
3633,248.74877029637028
3634,270.56614405594405
3635,266.64812793872795
3636,216.62594645158765
3637,225.0304811854812
3638,230.3897916392218
3639,223.34349363577593
3640,230.43787512487518
3641,227.31835437895435
3642,247.4937952538689
3643,259.13078190437017
3644,248.7259433356118
3645,252.72942635651245
3646,241.8794747354095
3647,235.96602364302365
3648,269.33055464535465
3649,281.9339612387612
3650,292.36505545434966
3651,315.4036443948209
3652,306.2055878591997
3653,309.83776506238854
3654,265.1067623709625
3655,299.8493432567433
3656,281.4137731817203
3657,247.59295673346264
3658,268.82851374899616
3659,215.90014428316786
3660,226.12737025327627
3661,202.89597958316193
3662,217.35883666333655
3663,225.80865557775556
3664,225.14663396603393
3665,235.93920273060266
3666,235.96643567432088
3667,226.606119396393
3668,245.3069032967033
3669,263.7259252900253
3670,227.3861210789211
3671,254.59547668410033
4224,280.37419243212923
4225,319.2871523339405
4226,277.15161142191147
4227,310.23547749113635
4228,294.7568729936729
4229,301.91361200955913
4230,289.1141767166167
4231,278.16534116201257
4232,280.7127349580128
4233,275.48253932850776
4234,246.218096161733
4235,269.7442144651048
4236,242.8247019147519
4237,243.57904580811342
4238,253.51714077190877
4239,255.26416592818953
4240,267.84090688331287
4241,230.83693078010737
4242,243.09757151867734
4243,249.28486855708795
4244,254.02986322315454
4245,307.7275869796869
4246,306.5144515684316
4247,283.97047980648125
4248,293.3501835526792
4249,253.47852272593929
4250,271.8624376074905
4251,271.27612326301164
4252,316.66012622058525
4253,290.71365279165275
4254,289.84864227059484
4255,306.81029756476755
4256,294.89765417915413
4257,288.06287742103115
4258,248.8381668518362
4259,246.54163966240156
4260,240.68930256410255
4261,223.2663541958042
4262,246.14865121545134
4263,245.3146791316526
4264,250.16365514485506
4265,241.67133672090765
4266,267.3869975514681
4267,249.896068392392
4268,257.0927611055611
4269,278.07045451215436
4270,319.7704580336285
4271,318.6015688153951
4272,329.1764034632034
4273,305.1063766057471
4274,333.4069170945669
4275,287.35960079920073
4276,320.4552760923288
4277,276.7033411138554
4278,282.408968274291
4279,281.3315933593754
4280,321.62444098545154
4281,280.96850838736816
4282,292.80885954045954
4283,328.73552923273076
4284,329.4842485362341
4285,309.43358457198235
4286,240.73076993006998
4287,318.619715878858
4288,256.79077322285565
4289,256.5834992936887
4290,315.58305379452503
4291,285.8484624358098
4292,272.1720944665091
4293,298.3426791226318
4294,297.59703706468963
4295,323.44860259662823
4296,275.75554303951986
4297,284.8131199776355
4298,277.440255374085
4299,319.10229210789225
4300,307.2363055101762
4301,301.44334693791865
4302,284.33284578626103
4303,303.6732354100856
4304,320.119406208625
4305,304.3312666089022
4306,356.4651838161839
4307,303.05168596000755
4308,272.33264063799976
4309,298.85052161172155
4310,288.95272558516183
4311,305.42508806193814
4312,328.7444383959178
4313,311.62141255770075
4314,312.65916023976007
4315,319.10068495897264
4316,321.0374790209791
4317,359.15169295827246
4318,314.25224706404714
4319,292.74989061918467
4320,287.3274344988345
4321,326.9009737895646
4322,274.6293194805195
4323,294.06697495530886
4324,316.9745338328339
4325,291.0885943812368
4326,304.7041367691133
4327,278.08946668385704
4328,301.5555798240973
4329,325.9277271094636
4330,318.579628874558
4331,305.6820586276467
4332,299.13545196908336
4333,339.04263235783816
4334,309.3462957887755
4335,333.5594392400391
4336,325.01934369923174
4337,326.7277108491734
4338,322.96536762226543
4339,300.1063591078917
4340,332.7048807757784
4341,326.5709861804862
4342,354.98009333999346
4343,319.1793788407672
4344,321.2160900432901
4345,309.78001471861467
4346,345.4082154839998
4347,339.8051835472062
4348,308.3984841491843
4349,350.31817051895484
4350,338.72724002664
4351,314.90632068511195
4352,303.2067302164503
4353,316.7371946171476
4354,313.6668406216972
4355,310.8964502843278
4356,308.86609818008077
4357,325.28599648421755
4358,316.47790080167505
4359,318.2152025641025
4360,326.84238353411297
4361,327.89179659611716
4362,333.88940792540774
4363,360.5962697603471
4364,350.1370482013444
4365,341.30288867798856
4366,341.3828123849233
4367,337.06829398593294
4368,331.94915494103424
4369,317.7957766026765
4370,299.3773053681139
4371,325.07092381821064
4372,294.7254611371579
4373,301.6994969599432
4374,338.4443247621315
4375,318.2081686313686
4376,300.97084585012504
4377,317.8031950223689
4378,337.3147734425225
4379,331.958503017684
4380,336.5813044511045
4381,319.4459777555777
4382,286.9684496836496
4383,339.1345480085456
4384,337.62970422910416
4385,302.2206559995561
4386,302.05312594072603
4387,314.1275681984681
4388,324.48034365984904
4389,347.8488506826508
4390,354.4088908832138
4391,328.5231162837164
4392,322.16113044602434
4393,300.2030748580831
4394,318.09542190997416
4395,334.26986606726604
4396,297.8069611424411
4397,299.09673309918145
4398,287.7166014127461
4399,312.7369623494058
4400,315.60338334941656
4401,320.6824116925386
4402,298.19991908663934
4403,243.23989801179212
4404,240.31208804528814
4405,236.8605712370962
4406,250.2834645770896
4407,223.1362207145795
4408,219.36150686176566
4409,248.5052954882837
4410,231.36101591153937
4411,246.36735417915418
4412,243.60993184756427
4413,248.05419693071153
4414,288.9177143838617
4415,304.4411923691762
4968,329.25233179173773
4969,303.8768036757569
4970,326.5260403280931
4971,306.533952379519
4972,315.277451388079
4973,299.7221321227791
4974,297.320634194258
4975,323.1885462684374
4976,335.03140699300695
4977,326.71807208987354
4978,330.2764085540191
4979,314.5052408258408
4980,323.48868707958707
4981,319.1513479531318
4982,323.990054012654
4983,298.48026473526477
4984,322.21283331622055
4985,346.93633290043294
4986,319.1313880174898
4987,331.82987307843956
4988,299.7132756909757
4989,327.0395386415477
4990,335.6986478188478
4991,336.66076369286134
4992,353.4628462606022
4993,345.84314980215845
4994,323.92418701298715
4995,341.50213528457357
4996,314.7770805860807
4997,353.6952585854392
4998,342.0901683029277
4999,332.03892127872126
5000,348.80123083583084
5001,341.9416800834065
5002,313.0784604062603
5003,325.90051324331097
5004,329.13244882485947
5005,365.4177479265832
5006,433.5047167166168
5007,322.7572723903548
5008,309.0571524707177
5009,317.90639382939156
5010,333.56442879442636
5011,400.1690181896533
5012,309.27688784548775
5013,407.7086312919289
5014,380.5729469197469
5015,333.7632725116988
5016,425.53363086913083
5017,322.00888859912004
5018,322.500001021201
5019,365.52031801531814
5020,315.17421636402815
5021,414.10901804861805
5022,322.4899317682317
5023,349.2497782042518
5024,352.9969951870625
5025,286.25362051282053
5026,293.1932261072261
5027,306.5215632411963
5028,297.8766472193647
5029,328.06933566433565
5030,302.3236356473148
5031,339.36409232022885
5032,311.64518577696793
5033,303.1484895666426
5034,306.1846110356312
5035,294.6012443086325
5036,279.44910864821463
5037,276.5851757928061
5038,293.29066154039197
5039,288.53992864050286
5040,298.84433542144126
5041,300.32798055669815
5042,278.8570721278721
5043,267.81226547487597
5044,287.85752971890855
5045,281.86471488862014
5046,279.27483123347247
5047,268.9390602105102
5048,311.75621751932283
5049,329.6312918861531
5050,301.6589573599785
5051,327.4834698654286
5052,320.20164246409007
5053,295.10958737178464
5054,294.83470662144873
5055,297.44232327672324
5056,296.3852941391943
5057,296.24621447968997
5058,286.1243777386699
5059,317.3042144522144
5060,310.51112379815305
5061,310.99099895759673
5062,298.1616607448163
5063,341.4905140531512
5064,303.0705529508854
5065,322.35903991498697
5066,335.57742257742257
5067,341.579794638179
5068,303.95313611251504
5069,305.7360747938336
5070,300.37207915417923
5071,330.924891819066
5072,297.1752999496791
5073,313.92506907829005
5074,317.2260986229456
5075,299.3127502786091
5076,272.88381906609544
5077,297.92528261865726
5078,307.87509224109226
5079,262.4735117549117
5080,282.07199878161066
5081,290.01655622447737
5082,304.10573371245505
5083,300.1170004079124
5084,323.88521631701605
5085,315.05617068234255
5086,384.51780834459635
5087,310.8816024160789
5088,326.57683616909407
5089,329.43581317897775
5090,344.5923785214785
5091,298.21824052997306
5092,322.3999660672662
5093,310.5557460208522
5094,321.8927135864137
5095,339.58289691484975
5096,303.3083596613912
5097,336.2839469762448
5098,408.5642363420892
5099,332.54921378621367
5100,414.05479679927925
5101,398.7942758653111
5102,310.7569284630401
5103,376.45698970362963
5104,388.7693439503586
5105,312.88686893190186
5106,314.2700212287714
5107,327.49993489843484
5108,385.2889928404928
5109,402.96014821844807
5110,452.83437542457534
5111,443.509342113442
5112,345.0323605414193
5113,416.4109065601066
5114,342.9416569895019
5115,311.9869025319884
5116,325.90871445887444
5117,325.0292633682107
5118,301.5878928598284
5119,314.8311276144908
5120,292.1661898262472
5121,296.64643939806325
5122,291.92484875124876
5123,260.96979180819176
5124,239.31379677577334
5125,254.00891392673384
5126,271.24409166128004
5127,273.24060824263455
5128,261.59759333999335
5129,274.34039477581234
5130,287.9948072809544
5131,302.5652283442049
5132,321.03202271062287
5133,276.22937890839813
5134,307.0664316017315
5135,318.09049294039295
5136,311.9385939060938
5137,294.230134290271
5138,344.2206468864469
5139,327.2378052947053
5140,297.7680785609077
5141,302.646923491356
5142,306.042398754187
5143,327.6441018204018
5144,321.0861393542937
5145,301.3985247860919
5146,327.89365774225786
5147,335.98688638028636
5148,280.53441704961705
5149,267.82622621545113
5150,270.8140883362626
5151,319.81151002640775
5152,267.4939136093362
5153,282.42110649350644
5154,277.79232813852803
5155,330.13642542411156
5156,317.70584435172674
